###nvmain stats
######===============
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.refreshes 672
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.activeCycles 15070
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.standbyCycles 96037
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.fastExitActiveCycles 28202
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.fastExitPrechargeCycles 1611821
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.actWaits 127
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.actWaitTotal 193
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.actWaitAverage 1.51969
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank4.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.subArrayEnergy 26177.1nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.activeEnergy 156.648nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.burstEnergy 109.074nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.measuredPauses 2
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.reads 99
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.writes 2
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.activates 46
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.precharges 46
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.refreshes 672
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.actWaits 345
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.actWaitTotal 11138
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.actWaitAverage 32.2841
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.measuredWriteTimes 2
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.cancelCountHisto {0: 1}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.bankEnergy 26177.1nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.activeEnergy 156.648nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.burstEnergy 109.074nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.refreshEnergy 25911.3nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.bankPower 1.49487e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.activePower 89455.6W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.burstPower 62288W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.refreshPower 1.47969e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.bandwidth 154.987MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.dataCycles 404
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.powerCycles 111107
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.utilization 0.00363613
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.reads 99
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.writes 2
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.activates 46
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.precharges 46
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.refreshes 672
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.activeCycles 13457
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.standbyCycles 97650
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.fastExitActiveCycles 26751
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.fastExitPrechargeCycles 1613272
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.actWaits 128
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.actWaitTotal 286
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.actWaitAverage 2.23438
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank5.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.subArrayEnergy 26408.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.activeEnergy 272.432nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.burstEnergy 225.078nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.measuredPauses 34
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.reads 176
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.writes 34
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.activates 80
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.precharges 80
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.refreshes 672
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.actWaits 605
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.actWaitTotal 17092
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.actWaitAverage 28.2512
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.measuredWriteTimes 34
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.cancelCountHisto {0: 33}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.bankEnergy 26408.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.activeEnergy 272.432nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.burstEnergy 225.078nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.refreshEnergy 25911.3nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.bankPower 1.5081e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.activePower 155575W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.burstPower 128533W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.refreshPower 1.47969e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.bandwidth 322.249MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.dataCycles 840
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.powerCycles 111107
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.utilization 0.00756028
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.reads 176
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.writes 34
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.activates 80
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.precharges 80
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.refreshes 672
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.activeCycles 21950
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.standbyCycles 89157
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.fastExitActiveCycles 46629
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.fastExitPrechargeCycles 1593394
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.actWaits 235
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.actWaitTotal 128
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.actWaitAverage 0.544681
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank6.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.subArrayEnergy 26258.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.activeEnergy 217.946nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.burstEnergy 129.5nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.refreshEnergy 25911.3nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.measuredPauses 4
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.reads 116
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.writes 4
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.activates 64
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.precharges 64
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.refreshes 672
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.actWaits 487
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.actWaitTotal 14399
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.actWaitAverage 29.5667
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.measuredWriteTimes 4
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.cancelCountHisto {0: 3}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.bankEnergy 26258.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.activeEnergy 217.946nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.burstEnergy 129.5nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.refreshEnergy 25911.3nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.bankPower 1.49953e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.activePower 124460W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.burstPower 73952.4W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.refreshPower 1.47969e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.bandwidth 184.142MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.dataCycles 480
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.powerCycles 111107
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.utilization 0.00432016
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.reads 116
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.writes 4
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.activates 64
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.precharges 64
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.refreshes 672
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.activeCycles 18942
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.standbyCycles 92165
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.fastExitActiveCycles 38572
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.fastExitPrechargeCycles 1601451
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.actWaits 195
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.actWaitTotal 18446744073709551209
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.actWaitAverage 9.45987e+16
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.bank7.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.totalEnergy 343341nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.backgroundEnergy 132991nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.activateEnergy 1706.11nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.burstEnergy 1352.9nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.refreshEnergy 207291nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.totalPower 0.130581W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.backgroundPower 0.05058W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.activatePower 0.000648876W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.burstPower 0.000514542W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.refreshPower 0.078838W
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.reads 1152
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.writes 105
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.activeCycles 106587
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.standbyCycles 4520
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.fastExitActiveCycles 79528
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.fastExitPrechargeCycles 1560495
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.slowExitCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.actWaits 120
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.actWaitTotal 290
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.actWaitAverage 2.41667
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.rrdWaits 120
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.rrdWaitTotal 290
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.rrdWaitAverage 2.41667
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.fawWaits 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.fawWaitTotal 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank0.fawWaitAverage -nan
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.subArrayEnergy 26208.5nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.activeEnergy 204.324nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.burstEnergy 131.376nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.measuredPauses 9
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.reads 113
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.writes 9
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.activates 60
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.precharges 60
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.sub_array_rb_hit 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.sub_array_rb_miss 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.actWaits 579
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.actWaitTotal 18636
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.actWaitAverage 32.1865
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.worstCaseWrite 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.num00Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.num01Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.num10Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.num11Writes 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.averageWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.measuredWriteTimes 9
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.mlcTimingHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.cancelCountHisto {0: 8}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.wpPauseHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.subarray0.wpCancelHisto {}
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.bankEnergy 26208.5nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.activeEnergy 204.324nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.burstEnergy 131.376nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.bankPower 1.49666e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.activePower 116681W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.burstPower 75023.4W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.refreshPower 1.47749e+07W
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.bandwidth 192.33MB/s
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.dataCycles 488
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.powerCycles 108150
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.utilization 0.00451225
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.reads 113
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.writes 9
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.activates 60
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.precharges 60
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.refreshes 671
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.activeCycles 14096
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.standbyCycles 94054
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.fastExitActiveCycles 41963
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.fastExitPrechargeCycles 1601017
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.slowExitPrechargeCycles 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.actWaits 156
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.actWaitTotal 416
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.actWaitAverage 2.66667
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.averageEndurance 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank0.worstCaseEndurance 18446744073709551615
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.subArrayEnergy 26152.9nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.activeEnergy 139.621nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.burstEnergy 140.532nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.writeEnergy 0nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.refreshEnergy 25872.8nJ
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.cancelledWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.cancelledWriteTime 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.pausedWrites 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.averagePausesPerRequest 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.measuredPauses 19
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.averagePausedRequestProgress 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.measuredProgresses 0
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.reads 112
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.writes 19
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.activates 41
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.precharges 41
i0.defaultMemory.channel0.FRFCFS.channel0.rank1.bank1.subarray0.refreshes 671
